Fecha,RegionHidrologica,NombreEmbalse,VertimientosVolumenMilesM,VertimientosEnergiaKwh
2004-01-02,CENTRO,AGREGADO BOGOTA,11.4,57305.26666
2004-01-03,CENTRO,AGREGADO BOGOTA,14.26,71681.85111
2004-01-04,CENTRO,AGREGADO BOGOTA,14.86,74697.91777
2004-01-05,CENTRO,AGREGADO BOGOTA,14.34,72083.99333
2004-01-06,CENTRO,AGREGADO BOGOTA,15.29,76859.43222
2004-01-07,CENTRO,AGREGADO BOGOTA,11.23,56450.71444
2004-01-08,CENTRO,AGREGADO BOGOTA,7.52,37801.36888
2004-01-09,CENTRO,AGREGADO BOGOTA,5.44,27345.67111
2004-01-10,CENTRO,AGREGADO BOGOTA,4.75,23877.19444
2004-01-13,CENTRO,AGREGADO BOGOTA,4.75,23877.19444
2004-01-14,CENTRO,AGREGADO BOGOTA,5.36,26943.52888
2004-01-17,CENTRO,AGREGADO BOGOTA,9.07,45592.87444
2004-01-18,CENTRO,AGREGADO BOGOTA,14.43,72536.40333
2004-01-19,CENTRO,AGREGADO BOGOTA,5.27,26491.11888
2004-01-20,CENTRO,AGREGADO BOGOTA,13.91,69922.47888
2004-01-21,CENTRO,AGREGADO BOGOTA,14.52,72988.81333
2004-01-22,ANTIOQUIA,PLAYAS,116.467,55441.52719
2004-01-22,CENTRO,AGREGADO BOGOTA,12.27,61678.56333
2004-01-23,ANTIOQUIA,PLAYAS,831.168,395659.056
2004-01-23,CENTRO,AGREGADO BOGOTA,12.61,63387.66777
2004-01-24,ANTIOQUIA,PLAYAS,258.804,123197.893
2004-01-24,CENTRO,AGREGADO BOGOTA,12.61,63387.66777
2004-01-25,CENTRO,AGREGADO BOGOTA,12.79,64292.48777
2004-01-26,CENTRO,AGREGADO BOGOTA,13.05,65599.45
2004-01-27,CENTRO,AGREGADO BOGOTA,12.36,62130.97333
2004-01-28,CENTRO,AGREGADO BOGOTA,12.36,62130.97333
2004-01-29,CENTRO,AGREGADO BOGOTA,5.7,28652.63333
2004-01-30,CENTRO,AGREGADO BOGOTA,13.48,67760.96444
2004-01-31,CENTRO,AGREGADO BOGOTA,13.05,65599.45
2004-02-01,CENTRO,AGREGADO BOGOTA,12.79,64292.48777
2004-02-02,CENTRO,AGREGADO BOGOTA,11.84,59517.04888
2004-02-03,CENTRO,AGREGADO BOGOTA,10.89,54741.61
2004-02-04,CENTRO,AGREGADO BOGOTA,9.76,49061.35111
2004-02-05,CENTRO,AGREGADO BOGOTA,10.28,51675.27555
2004-02-06,CENTRO,AGREGADO BOGOTA,10.28,51675.27555
2004-02-07,CENTRO,AGREGADO BOGOTA,10.28,51675.27555
2004-02-08,CENTRO,AGREGADO BOGOTA,10.11,50820.72333
2004-02-09,CENTRO,AGREGADO BOGOTA,10.71,53836.79
2004-02-10,CENTRO,AGREGADO BOGOTA,9.94,49966.17111
2004-02-11,CENTRO,AGREGADO BOGOTA,10.28,51675.27555
2004-02-12,CENTRO,AGREGADO BOGOTA,9.76,49061.35111
2004-02-13,CENTRO,AGREGADO BOGOTA,10.02,50368.31333
2004-02-14,CENTRO,AGREGADO BOGOTA,10.37,52127.68555
2004-02-15,CENTRO,AGREGADO BOGOTA,10.63,53434.64777
2004-02-16,CENTRO,AGREGADO BOGOTA,11.49,57757.67666
2004-02-17,CENTRO,AGREGADO BOGOTA,10.02,50368.31333
2004-02-18,CENTRO,AGREGADO BOGOTA,4.58,23022.64222
2004-02-22,CENTRO,AGREGADO BOGOTA,1.99,10003.28777
2004-02-23,CENTRO,AGREGADO BOGOTA,7.6,38203.51111
2004-02-24,CENTRO,AGREGADO BOGOTA,35.6,178953.28888
2004-02-25,CENTRO,AGREGADO BOGOTA,13.39,67308.55444
2004-02-26,CENTRO,AGREGADO BOGOTA,36.98,185890.24222
2004-02-27,CENTRO,AGREGADO BOGOTA,13.56,68163.10666
2004-02-28,CENTRO,AGREGADO BOGOTA,88.3008,443868.4992
2004-02-29,CENTRO,AGREGADO BOGOTA,100.74,506397.59333
2004-03-01,CENTRO,AGREGADO BOGOTA,39.83,200216.55888
2004-03-02,CENTRO,AGREGADO BOGOTA,75.86,381331.36222
2004-03-03,CENTRO,AGREGADO BOGOTA,57.63,289693.20333
2004-03-04,CENTRO,AGREGADO BOGOTA,17.63,88622.09222
2004-03-05,CENTRO,AGREGADO BOGOTA,22.38,112499.28666
2004-03-06,CENTRO,AGREGADO BOGOTA,22.9,115113.21111
2004-03-07,CENTRO,AGREGADO BOGOTA,23.93,120290.79222
2004-03-08,CENTRO,AGREGADO BOGOTA,19.87,99882.07444
2004-03-09,CENTRO,AGREGADO BOGOTA,19.53,98172.97
2004-03-10,CENTRO,AGREGADO BOGOTA,22.55,113353.83888
2004-03-11,CENTRO,AGREGADO BOGOTA,13.91,69922.47888
2004-03-12,CENTRO,AGREGADO BOGOTA,11.32,56903.12444
2004-03-13,CENTRO,AGREGADO BOGOTA,15.12,76004.88
2004-03-14,CENTRO,AGREGADO BOGOTA,11.66,58612.22888
2004-03-15,CENTRO,AGREGADO BOGOTA,11.58,58210.08666
2004-03-16,CENTRO,AGREGADO BOGOTA,12.7,63840.07777
2004-03-17,ANTIOQUIA,TRONERAS,894.6,170644.95
2004-03-17,CENTRO,AGREGADO BOGOTA,12.61,63387.66777
2004-03-18,CENTRO,AGREGADO BOGOTA,17.11,86008.16777
2004-03-19,CENTRO,AGREGADO BOGOTA,35.68,179355.43111
2004-03-20,CENTRO,AGREGADO BOGOTA,35.34,177646.32666
2004-03-21,CENTRO,AGREGADO BOGOTA,36.63,184130.87
2004-03-22,CENTRO,AGREGADO BOGOTA,26.52,133310.14666
2004-03-23,CENTRO,AGREGADO BOGOTA,1.04,5227.84888
2004-03-26,ANTIOQUIA,PLAYAS,17.352,8260.034
2004-03-27,ANTIOQUIA,PLAYAS,101.7,48412.025
2004-03-29,CENTRO,AGREGADO BOGOTA,65.58,329656.08666
2004-03-30,CENTRO,AGREGADO BOGOTA,165.54,832132.79333
2004-03-31,CENTRO,AGREGADO BOGOTA,42.6,214140.73333
2004-04-01,CENTRO,AGREGADO BOGOTA,4.67,23475.05222
2004-04-02,CENTRO,AGREGADO BOGOTA,13.22,66454.00222
2004-04-03,CENTRO,AGREGADO BOGOTA,56.76,285319.90666
2004-04-04,CENTRO,AGREGADO BOGOTA,29.89,150250.38777
2004-04-05,CENTRO,AGREGADO BOGOTA,12.7,63840.07777
2004-04-06,CENTRO,AGREGADO BOGOTA,25.92,130294.08
2004-04-07,CENTRO,AGREGADO BOGOTA,60.13,302260.14777
2004-04-08,CENTRO,AGREGADO BOGOTA,15.47,77764.25222
2004-04-09,CENTRO,AGREGADO BOGOTA,12.53,62985.52555
2004-04-10,CENTRO,AGREGADO BOGOTA,12.87,64694.63
2004-04-11,CENTRO,AGREGADO BOGOTA,12.79,64292.48777
2004-04-12,CENTRO,AGREGADO BOGOTA,21.69,109030.81
2004-04-13,CENTRO,AGREGADO BOGOTA,32.66,164174.56222
2004-04-14,CENTRO,AGREGADO BOGOTA,32.14,161560.63777
2004-04-15,ANTIOQUIA,PLAYAS,240.71,114584.64638
2004-04-15,CENTRO,AGREGADO BOGOTA,20.82,104657.51333
2004-04-16,ANTIOQUIA,PLAYAS,2474.646,1178000.23616
2004-04-16,CENTRO,AGREGADO BOGOTA,12.87,64694.63
2004-04-17,ANTIOQUIA,PLAYAS,979.776,466400.592
2004-04-17,CENTRO,AGREGADO BOGOTA,12.79,64292.48777
2004-04-18,CENTRO,AGREGADO BOGOTA,12.7,63840.07777
2004-04-19,CENTRO,AGREGADO BOGOTA,12.7,63840.07777
2004-04-20,CENTRO,AGREGADO BOGOTA,12.44,62533.11555
2004-04-21,CENTRO,AGREGADO BOGOTA,12.79,64292.48777
2004-04-22,CENTRO,AGREGADO BOGOTA,228.18,1147010.15333
2004-04-23,CENTRO,AGREGADO BOGOTA,199.93,1005003.68111
2004-04-24,CENTRO,AGREGADO BOGOTA,198.98,1000228.24222
2004-04-25,CENTRO,AGREGADO BOGOTA,127.87,642774.07444
2004-04-26,ANTIOQUIA,PLAYAS,110.052,52387.809
2004-04-26,CENTRO,AGREGADO BOGOTA,133.06,668863.05111
2004-04-27,ANTIOQUIA,PLAYAS,2118.18,1008312.51833
2004-04-27,CENTRO,AGREGADO BOGOTA,177.29,891197.43222
2004-04-28,ANTIOQUIA,PLAYAS,2166.996,1031550.29033
2004-04-28,CENTRO,AGREGADO BOGOTA,273.37,1374170.24111
2004-04-29,CENTRO,AGREGADO BOGOTA,218.33,1097496.39222
2004-04-30,ANTIOQUIA,PLAYAS,275.0,130907.63888
2004-04-30,CENTRO,AGREGADO BOGOTA,132.28,664942.16444
2004-05-01,ANTIOQUIA,PLAYAS,1048.896,499303.632
2004-05-01,CENTRO,AGREGADO BOGOTA,73.96,371780.48444
2004-05-02,ANTIOQUIA,PLAYAS,3774.346,1796693.53894
2004-05-02,CENTRO,AGREGADO BOGOTA,75.43,379169.84777
2004-05-03,ANTIOQUIA,PLAYAS,1237.149,588917.28925
2004-05-03,CENTRO,AGREGADO BOGOTA,78.62,395205.26888
2004-05-04,ANTIOQUIA,PLAYAS,852.941,406023.6088
2004-05-04,CENTRO,AGREGADO BOGOTA,96.68,485988.87555
2004-05-05,ANTIOQUIA,PLAYAS,651.456,310111.152
2004-05-05,CENTRO,AGREGADO BOGOTA,113.44,570237.67111
2004-05-06,CENTRO,AGREGADO BOGOTA,88.3,443864.47777
2004-05-07,CENTRO,AGREGADO BOGOTA,78.8,396110.08888
2004-05-08,ANTIOQUIA,PLAYAS,1342.798,639209.14794
2004-05-08,CENTRO,AGREGADO BOGOTA,62.73,315329.77
2004-05-09,ANTIOQUIA,PLAYAS,667.008,317514.336
2004-05-09,CENTRO,AGREGADO BOGOTA,42.51,213688.32333
2004-05-10,ANTIOQUIA,PLAYAS,33.869,16122.5848
2004-05-10,CENTRO,AGREGADO BOGOTA,38.53,193681.74777
2004-05-11,CENTRO,AGREGADO BOGOTA,50.72,254958.16888
2004-05-12,CENTRO,AGREGADO BOGOTA,50.2,252344.24444
2004-05-13,CENTRO,AGREGADO BOGOTA,38.97,195893.53
2004-05-14,CENTRO,AGREGADO BOGOTA,40.0,201071.11111
2004-05-15,CENTRO,AGREGADO BOGOTA,39.66,199362.00666
2004-05-16,CENTRO,AGREGADO BOGOTA,35.94,180662.39333
2004-05-17,CENTRO,AGREGADO BOGOTA,49.59,249277.91
2004-05-18,CENTRO,AGREGADO BOGOTA,33.18,166788.48666
2004-05-20,CENTRO,AGREGADO BOGOTA,158.98,799157.13111
2004-05-21,CENTRO,AGREGADO BOGOTA,227.84,1145301.04888
2004-05-22,CENTRO,AGREGADO BOGOTA,202.26,1016716.07333
2004-05-23,CENTRO,AGREGADO BOGOTA,208.48,1047982.63111
2004-05-24,CENTRO,AGREGADO BOGOTA,166.49,836908.23222
2004-05-25,CENTRO,AGREGADO BOGOTA,146.71,737478.56777
2004-05-26,CENTRO,AGREGADO BOGOTA,195.0,980221.66666
2004-05-27,CENTRO,AGREGADO BOGOTA,115.95,582854.88333
2004-05-28,CENTRO,AGREGADO BOGOTA,175.39,881646.55444
2004-05-29,CENTRO,AGREGADO BOGOTA,97.2,488602.8
2004-05-30,CENTRO,AGREGADO BOGOTA,205.89,1034963.27666
2004-05-31,CENTRO,AGREGADO BOGOTA,158.72,797850.16888
2004-06-01,CENTRO,AGREGADO BOGOTA,133.83,672733.67
2004-06-02,CENTRO,AGREGADO BOGOTA,9.76,49061.35111
2004-06-05,CENTRO,AGREGADO BOGOTA,4.58,23022.64222
2004-06-06,CENTRO,AGREGADO BOGOTA,2.07,10405.43
2004-06-07,ANTIOQUIA,TRONERAS,80.179,15294.14425
2004-06-08,CENTRO,AGREGADO BOGOTA,66.7,335286.07777
2004-06-09,CENTRO,AGREGADO BOGOTA,80.01,402192.49
2004-06-10,CENTRO,AGREGADO BOGOTA,126.06,633675.60666
2004-06-11,CENTRO,AGREGADO BOGOTA,10.02,50368.31333
2004-06-13,ANTIOQUIA,PLAYAS,318.816,151765.272
2004-06-13,CENTRO,AGREGADO BOGOTA,59.44,298791.67111
2004-06-14,ANTIOQUIA,PLAYAS,585.27,278604.7775
2004-06-14,CENTRO,AGREGADO BOGOTA,173.58,872548.08666
2004-06-15,ANTIOQUIA,PLAYAS,120.42,57323.265
2004-06-15,CENTRO,AGREGADO BOGOTA,158.8,798252.31111
2004-06-15,ORIENTE,ESMERALDA,2790.0,5314562.5
2004-06-16,ANTIOQUIA,PLAYAS,2031.091,966855.73519
2004-06-16,CENTRO,AGREGADO BOGOTA,200.1,1005858.23333
2004-06-16,ORIENTE,ESMERALDA,28440.0,54174250.0
2004-06-17,ANTIOQUIA,PLAYAS,237.02,112828.10388
2004-06-17,CENTRO,AGREGADO BOGOTA,200.53,1008019.74777
2004-06-17,ORIENTE,ESMERALDA,34560.0,65832000.0
2004-06-18,CENTRO,AGREGADO BOGOTA,240.19,1207381.75444
2004-06-18,ORIENTE,ESMERALDA,24840.0,47316750.0
2004-06-19,CENTRO,AGREGADO BOGOTA,225.16,1131829.28444
2004-06-19,ORIENTE,ESMERALDA,21600.0,41145000.0
2004-06-19,ORIENTE,GUAVIO,5975.42,16608513.90611
2004-06-20,CENTRO,AGREGADO BOGOTA,243.04,1221708.07111
2004-06-20,ORIENTE,ESMERALDA,18360.0,34973250.0
2004-06-20,ORIENTE,GUAVIO,9927.36,27592821.36
2004-06-21,CENTRO,AGREGADO BOGOTA,287.37,1444545.13
2004-06-21,ORIENTE,ESMERALDA,7920.0,15086500.0
2004-06-21,ORIENTE,GUAVIO,9939.46,27626452.97388
2004-06-22,CENTRO,AGREGADO BOGOTA,317.43,1595650.07
2004-06-22,ORIENTE,GUAVIO,9943.78,27638460.29388
2004-06-23,CENTRO,AGREGADO BOGOTA,261.45,1314251.05
2004-06-23,ORIENTE,GUAVIO,9909.22,27542401.73388
2004-06-24,CENTRO,AGREGADO BOGOTA,270.6,1360246.06666
2004-06-24,ORIENTE,ESMERALDA,5310.0,10114812.5
2004-06-24,ORIENTE,GUAVIO,9988.7,27763314.18611
2004-06-25,CENTRO,AGREGADO BOGOTA,270.6,1360246.06666
2004-06-25,ORIENTE,ESMERALDA,8100.0,15429375.0
2004-06-25,ORIENTE,GUAVIO,10132.13,28161973.88694
2004-06-26,CENTRO,AGREGADO BOGOTA,239.85,1205672.65
2004-06-26,ORIENTE,GUAVIO,11167.49,31039728.24694
2004-06-27,CENTRO,AGREGADO BOGOTA,238.5,1198886.5
2004-06-27,ORIENTE,GUAVIO,10960.7,30464961.18611
2004-06-28,CENTRO,AGREGADO BOGOTA,180.06,905121.60666
2004-06-28,ORIENTE,ESMERALDA,4770.0,9086187.5
2004-06-28,ORIENTE,GUAVIO,11012.54,30609049.02611
2004-06-29,CENTRO,AGREGADO BOGOTA,169.52,852139.36888
2004-06-29,ORIENTE,ESMERALDA,2880.0,5486000.0
2004-06-29,ORIENTE,GUAVIO,11248.42,31264670.93388
2004-06-30,CENTRO,AGREGADO BOGOTA,28.94,145474.94888
2004-06-30,ORIENTE,GUAVIO,11193.98,31113356.46611
2004-07-01,ORIENTE,GUAVIO,10692.86,29720507.34611
2004-07-02,ORIENTE,GUAVIO,5874.34,16327564.85388
2004-07-03,CENTRO,AGREGADO BOGOTA,12.53,62985.52555
2004-07-03,ORIENTE,GUAVIO,3983.04,11070749.04
2004-07-04,CENTRO,AGREGADO BOGOTA,116.47,585468.80777
2004-07-04,ORIENTE,GUAVIO,5389.63,14980326.87305
2004-07-05,CENTRO,AGREGADO BOGOTA,93.83,471662.55888
2004-07-05,ORIENTE,GUAVIO,4773.6,13268088.6
2004-07-06,CENTRO,AGREGADO BOGOTA,10.71,53836.79
2004-07-06,ORIENTE,GUAVIO,12963.46,36031576.97388
2004-07-07,ORIENTE,GUAVIO,9382.18,26077508.69388
2004-07-08,ANTIOQUIA,PLAYAS,290.96,138505.04222
2004-07-08,CENTRO,AGREGADO BOGOTA,15.29,76859.43222
2004-07-08,ORIENTE,GUAVIO,8131.1,22600166.58611
2004-07-09,ANTIOQUIA,PLAYAS,554.169,263799.83758
2004-07-09,CENTRO,AGREGADO BOGOTA,15.29,76859.43222
2004-07-09,ORIENTE,GUAVIO,322.27,895740.51305
2004-07-10,CENTRO,AGREGADO BOGOTA,15.29,76859.43222
2004-07-10,ORIENTE,GUAVIO,241.06,670019.57388
2004-07-11,ANTIOQUIA,TRONERAS,647.22,123457.215
2004-07-11,CENTRO,AGREGADO BOGOTA,15.03,75552.47
2004-07-11,ORIENTE,GUAVIO,4551.55,12650906.79305
2004-07-12,CENTRO,AGREGADO BOGOTA,14.52,72988.81333
2004-07-12,ORIENTE,GUAVIO,21009.89,58396405.64694
2004-07-13,CENTRO,AGREGADO BOGOTA,8.9,44738.32222
2004-07-13,ORIENTE,GUAVIO,12427.78,34542669.29388
2004-07-14,ANTIOQUIA,PLAYAS,683.2,325222.17777
2004-07-14,ANTIOQUIA,TRONERAS,177.114,33784.4955
2004-07-14,CENTRO,AGREGADO BOGOTA,15.12,76004.88
2004-07-14,ORIENTE,GUAVIO,5110.56,14204659.56
2004-07-15,ANTIOQUIA,PLAYAS,37.476,17839.617
2004-07-15,CENTRO,AGREGADO BOGOTA,15.03,75552.47
2004-07-15,ORIENTE,GUAVIO,1680.48,4670847.48
2004-07-16,CENTRO,AGREGADO BOGOTA,8.64,43431.36
2004-07-16,ORIENTE,GUAVIO,775.87,2156509.11305
2004-07-17,ANTIOQUIA,TRONERAS,6.415,1223.66125
2004-07-17,CENTRO,AGREGADO BOGOTA,73.53,369618.97
2004-07-17,ORIENTE,GUAVIO,1023.84,2845734.84
2004-07-18,CENTRO,AGREGADO BOGOTA,91.76,461257.12888
2004-07-19,CENTRO,AGREGADO BOGOTA,92.79,466434.71
2004-07-19,ORIENTE,GUAVIO,1624.32,4514752.32
2004-07-20,CENTRO,AGREGADO BOGOTA,106.19,533793.53222
2004-07-20,ORIENTE,GUAVIO,482.11,1340011.35305
2004-07-21,CENTRO,AGREGADO BOGOTA,38.02,191118.09111
2004-07-21,ORIENTE,GUAVIO,450.14,1251151.62611
2004-07-22,ANTIOQUIA,TRONERAS,173.664,33126.408
2004-07-22,CENTRO,AGREGADO BOGOTA,63.94,321412.17111
2004-07-22,ORIENTE,ESMERALDA,720.0,1371500.0
2004-07-22,ORIENTE,GUAVIO,450.14,1251151.62611
2004-07-23,ANTIOQUIA,TRONERAS,51.777,9876.46275
2004-07-23,CENTRO,AGREGADO BOGOTA,78.88,396512.23111
2004-07-23,ORIENTE,GUAVIO,11151.72,30995895.97
2004-07-24,CENTRO,AGREGADO BOGOTA,27.22,136828.89111
2004-07-24,ORIENTE,GUAVIO,2523.49,7013970.35805
2004-07-25,ANTIOQUIA,PLAYAS,2213.741,1053802.2088
2004-07-25,CENTRO,AGREGADO BOGOTA,11.75,59064.63888
2004-07-25,ORIENTE,GUAVIO,3548.23,9862206.72305
2004-07-26,ANTIOQUIA,PLAYAS,690.76,328820.94777
2004-07-26,CENTRO,AGREGADO BOGOTA,18.14,91185.74888
2004-07-26,ORIENTE,GUAVIO,379.3,1054253.81388
2004-07-27,CENTRO,AGREGADO BOGOTA,15.12,76004.88
2004-07-27,ORIENTE,GUAVIO,2233.79,6208757.25527
2004-07-28,CENTRO,AGREGADO BOGOTA,31.1,156332.78888
2004-07-28,ORIENTE,GUAVIO,11510.21,31992308.96694
2004-07-29,CENTRO,AGREGADO BOGOTA,127.7,641919.52222
2004-07-29,ORIENTE,GUAVIO,4744.01,13185844.01694
2004-07-30,CENTRO,AGREGADO BOGOTA,21.17,106416.88555
2004-07-30,ORIENTE,ESMERALDA,1440.0,2743000.0
2004-07-30,ORIENTE,GUAVIO,9162.29,25466330.54694
2004-07-31,CENTRO,AGREGADO BOGOTA,77.76,390882.24
2004-07-31,ORIENTE,ESMERALDA,21690.0,41316437.5
2004-07-31,ORIENTE,GUAVIO,19308.38,53667105.86611
2004-08-01,CENTRO,AGREGADO BOGOTA,49.08,246714.25333
2004-08-01,ORIENTE,ESMERALDA,18990.0,36173312.5
2004-08-01,ORIENTE,GUAVIO,19253.38,53514234.89388
2004-08-02,CENTRO,AGREGADO BOGOTA,154.14,774827.52666
2004-08-02,ORIENTE,ESMERALDA,2160.0,4114500.0
2004-08-02,ORIENTE,GUAVIO,2238.26,6221181.49611
2004-08-03,CENTRO,AGREGADO BOGOTA,149.82,753111.84666
2004-08-03,ORIENTE,GUAVIO,566.78,1575349.26611
2004-08-04,CENTRO,AGREGADO BOGOTA,62.38,313570.39777
2004-08-04,ORIENTE,ESMERALDA,9810.0,18686687.5
2004-08-04,ORIENTE,GUAVIO,14384.16,39980373.16
2004-08-05,CENTRO,AGREGADO BOGOTA,927.94,4664548.17111
2004-08-05,ORIENTE,ESMERALDA,15300.0,29144375.0
2004-08-05,ORIENTE,GUAVIO,18570.38,51615855.36611
2004-08-06,CENTRO,AGREGADO BOGOTA,715.39,3596106.55444
2004-08-06,ORIENTE,ESMERALDA,7110.0,13543562.5
2004-08-06,ORIENTE,GUAVIO,7446.82,20698229.33388
2004-08-07,CENTRO,AGREGADO BOGOTA,1656.29,8325801.76555
2004-08-07,ORIENTE,ESMERALDA,4320.0,8229000.0
2004-08-07,ORIENTE,GUAVIO,7459.78,20734251.29388
2004-08-08,CENTRO,AGREGADO BOGOTA,1058.4,5320341.6
2004-08-08,ORIENTE,ESMERALDA,15345.0,29230093.75
2004-08-08,ORIENTE,GUAVIO,6125.76,17026379.76
2004-08-09,CENTRO,AGREGADO BOGOTA,527.9,2653635.98888
2004-08-09,ORIENTE,ESMERALDA,10080.0,19201000.0
2004-08-09,ORIENTE,GUAVIO,8227.01,22866745.76694
2004-08-10,ORIENTE,ESMERALDA,4275.0,8143281.25
2004-08-10,ORIENTE,GUAVIO,8031.74,22323998.22611
2004-08-11,ORIENTE,ESMERALDA,17460.0,33258875.0
2004-08-11,ORIENTE,GUAVIO,8220.1,22847539.61388
2004-08-12,ORIENTE,ESMERALDA,7200.0,13715000.0
2004-08-12,ORIENTE,GUAVIO,13309.06,36992162.57388
2004-08-13,ANTIOQUIA,PLAYAS,89.661,42681.12658
2004-08-13,ORIENTE,ESMERALDA,3870.0,7371812.5
2004-08-13,ORIENTE,GUAVIO,8670.24,24098691.24
2004-08-14,CENTRO,AGREGADO BOGOTA,1954.37,9824183.68555
2004-08-14,ORIENTE,ESMERALDA,17640.0,33601750.0
2004-08-14,ORIENTE,GUAVIO,2831.33,7869603.08694
2004-08-15,CENTRO,AGREGADO BOGOTA,1887.84,9489752.16
2004-08-15,ORIENTE,ESMERALDA,6480.0,12343500.0
2004-08-15,ORIENTE,GUAVIO,1933.63,5374470.87305
2004-08-16,CENTRO,AGREGADO BOGOTA,2068.42,10397487.69111
2004-08-16,ORIENTE,GUAVIO,915.84,2545551.84
2004-08-17,CENTRO,AGREGADO BOGOTA,1537.92,7730782.08
2004-08-17,ORIENTE,GUAVIO,821.66,2283781.14611
2004-08-18,CENTRO,AGREGADO BOGOTA,1299.46,6532096.65111
2004-08-18,ORIENTE,ESMERALDA,5895.0,11229156.25
2004-08-18,ORIENTE,GUAVIO,4644.86,12910259.34611
2004-08-19,CENTRO,AGREGADO BOGOTA,145.15,729636.79444
2004-08-19,ORIENTE,ESMERALDA,4320.0,8229000.0
2004-08-19,ORIENTE,GUAVIO,7568.64,21036824.64
2004-08-20,ORIENTE,GUAVIO,835.49,2322221.24694
2004-08-21,CENTRO,AGREGADO BOGOTA,1070.5,5381165.61111
2004-08-21,ORIENTE,GUAVIO,835.49,2322221.24694
2004-08-22,CENTRO,AGREGADO BOGOTA,1272.67,6397429.27444
2004-08-22,ORIENTE,GUAVIO,835.49,2322221.24694
2004-08-23,CENTRO,AGREGADO BOGOTA,1548.29,7782909.76555
2004-08-23,ORIENTE,GUAVIO,835.49,2322221.24694
2004-08-24,CENTRO,AGREGADO BOGOTA,606.53,3048891.52555
2004-08-24,ORIENTE,GUAVIO,835.49,2322221.24694
2004-08-25,ORIENTE,GUAVIO,2636.82,7328967.945
2004-08-26,ORIENTE,GUAVIO,1436.83,3993629.07305
2004-08-27,ORIENTE,GUAVIO,3383.16,9403399.24333
2004-08-28,CENTRO,AGREGADO BOGOTA,754.27,3791547.67444
2004-08-28,ORIENTE,GUAVIO,453.6,1260768.6
2004-08-29,CENTRO,AGREGADO BOGOTA,98.5,495137.61111
2004-08-29,ORIENTE,GUAVIO,453.6,1260768.6
2004-08-30,ORIENTE,GUAVIO,7681.44,21350349.10666
2004-08-31,ORIENTE,GUAVIO,3263.76,9071530.26
2004-09-01,ORIENTE,GUAVIO,8434.02,23442124.31166
2004-09-02,ORIENTE,GUAVIO,734.4,2041244.4
2004-09-03,ORIENTE,GUAVIO,453.6,1260768.6
2004-09-04,CENTRO,AGREGADO BOGOTA,7.78,39108.33111
2004-09-04,ORIENTE,GUAVIO,453.6,1260768.6
2004-09-05,ANTIOQUIA,PLAYAS,2916.29,1388235.04805
2004-09-05,CENTRO,AGREGADO BOGOTA,600.48,3018479.52
2004-09-05,ORIENTE,GUAVIO,453.6,1260768.6
2004-09-06,CENTRO,AGREGADO BOGOTA,121.82,612362.06888
2004-09-06,ORIENTE,GUAVIO,453.6,1260768.6
2004-09-07,ORIENTE,GUAVIO,453.6,1260768.6
2004-09-08,CENTRO,AGREGADO BOGOTA,468.29,2353989.76555
2004-09-08,ORIENTE,GUAVIO,453.6,1260768.6
2004-09-09,CENTRO,AGREGADO BOGOTA,25.06,125971.05111
2004-09-09,ORIENTE,GUAVIO,453.6,1260768.6
2004-09-10,ORIENTE,GUAVIO,286.85,797291.60694
2004-09-11,ORIENTE,GUAVIO,286.85,797291.60694
2004-09-12,ANTIOQUIA,PLAYAS,1158.2,551335.37222
2004-09-12,CENTRO,AGREGADO BOGOTA,840.67,4225861.27444
2004-09-12,ORIENTE,GUAVIO,4880.74,13565881.25388
2004-09-13,ANTIOQUIA,PLAYAS,1496.448,712350.816
2004-09-13,ANTIOQUIA,PORCE II,790.398,459045.594
2004-09-13,CENTRO,AGREGADO BOGOTA,644.54,3239959.34888
2004-09-13,ORIENTE,GUAVIO,4322.59,12014518.83305
2004-09-14,ANTIOQUIA,PLAYAS,170.021,80934.7188
2004-09-14,ANTIOQUIA,PORCE II,11897.28,6909675.84
2004-09-14,CENTRO,AGREGADO BOGOTA,50.11,251891.83444
2004-09-14,ORIENTE,GUAVIO,5351.62,14874679.13388
2004-09-15,ANTIOQUIA,PORCE II,3302.046,1917754.938
2004-09-15,ORIENTE,GUAVIO,3372.19,9372908.43305
2004-09-16,CENTRO,AGREGADO BOGOTA,339.55,1706842.39444
2004-09-16,ORIENTE,GUAVIO,309.31,859718.55305
2004-09-17,ANTIOQUIA,PORCE II,5100.912,2962496.336
2004-09-17,CENTRO,AGREGADO BOGOTA,1635.55,8221546.39444
2004-09-17,ORIENTE,GUAVIO,309.31,859718.55305
2004-09-18,ANTIOQUIA,TRONERAS,2752.623,525062.83725
2004-09-18,CENTRO,AGREGADO BOGOTA,546.05,2744872.00555
2004-09-18,ORIENTE,GUAVIO,222.91,619572.15305
2004-09-18,VALLE,ALTOANCHICAYA,2926.25,3073050.20833
2004-09-19,ANTIOQUIA,TRONERAS,1841.184,351205.848
2004-09-19,ORIENTE,GUAVIO,222.91,619572.15305
2004-09-20,CENTRO,AGREGADO BOGOTA,19.01,95559.04555
2004-09-20,ORIENTE,GUAVIO,222.91,619572.15305
2004-09-20,VALLE,ALTOANCHICAYA,3588.01,3768008.50166
2004-09-21,ANTIOQUIA,TRONERAS,339.15,64692.8625
2004-09-21,CENTRO,AGREGADO BOGOTA,40.61,204137.44555
