Fecha,RegionHidrologica,NombreEmbalse,VertimientosVolumenMilesM,VertimientosEnergiaKwh
2008-06-06,CENTRO,AGREGADO BOGOTA,436.99,2201992.61
2008-06-07,ANTIOQUIA,PLAYAS,198.72,87663.12
2008-06-07,CENTRO,AGREGADO BOGOTA,356.45,1796151.55
2008-06-08,ANTIOQUIA,PLAYAS,4134.24,1823774.04
2008-06-08,ANTIOQUIA,TRONERAS,962.496,193942.944
2008-06-08,CENTRO,AGREGADO BOGOTA,367.81,1853394.59
2008-06-08,CENTRO,BETANIA,12750.53,2208675.14111
2008-06-09,ANTIOQUIA,PLAYAS,4025.159,1775654.16886
2008-06-09,ANTIOQUIA,PORCE II,2199.744,1200021.456
2008-06-09,ANTIOQUIA,TRONERAS,442.7934,89222.8701
2008-06-09,CENTRO,AGREGADO BOGOTA,65.15,328290.85
2008-06-09,CENTRO,BETANIA,11323.01,1961396.95444
2008-06-10,ANTIOQUIA,PLAYAS,1495.238,659607.62994
2008-06-10,ANTIOQUIA,SAN LORENZO,438.48,1168269.06
2008-06-10,CENTRO,AGREGADO BOGOTA,674.15,3397041.85
2008-06-10,CENTRO,BETANIA,21891.56,3792104.67111
2008-06-11,ANTIOQUIA,SAN LORENZO,859.32,2289538.79
2008-06-11,CENTRO,AGREGADO BOGOTA,1183.04,5961338.56
2008-06-11,CENTRO,BETANIA,9850.0,1706238.88888
2008-06-12,ANTIOQUIA,SAN LORENZO,1298.88,3460685.36
2008-06-12,CENTRO,AGREGADO BOGOTA,845.78,4261885.42
2008-06-13,ANTIOQUIA,SAN LORENZO,1467.0,3908617.75
2008-06-13,CENTRO,AGREGADO BOGOTA,1974.34,9948699.26
2008-06-14,ANTIOQUIA,SAN LORENZO,1468.8,3913413.6
2008-06-14,CENTRO,AGREGADO BOGOTA,48.58,244794.62
2008-06-15,ANTIOQUIA,SAN LORENZO,1230.12,3277483.89
2008-06-16,ANTIOQUIA,SAN LORENZO,3535.2,9419049.4
2008-06-17,ANTIOQUIA,SAN LORENZO,2417.4,6440826.55
2008-06-17,CENTRO,BETANIA,9450.01,1636951.73222
2008-06-18,ANTIOQUIA,SAN LORENZO,1938.96,5166089.62
2008-06-18,CENTRO,BETANIA,42721.74,7400354.74
2008-06-19,ANTIOQUIA,PORCE II,839.808,458138.592
2008-06-19,ANTIOQUIA,SAN LORENZO,1321.56,3521113.07
2008-06-19,CENTRO,BETANIA,13018.36,2255069.24888
2008-06-20,ANTIOQUIA,SAN LORENZO,808.92,2155254.99
2008-06-20,CENTRO,AGREGADO BOGOTA,482.57,2431670.23
2008-06-21,ANTIOQUIA,SAN LORENZO,68.04,181283.13
2008-06-21,CENTRO,AGREGADO BOGOTA,306.64,1545158.96
2008-06-22,ANTIOQUIA,PLAYAS,695.606,306858.85794
2008-06-22,ANTIOQUIA,SAN LORENZO,45.36,120855.42
2008-06-22,CENTRO,AGREGADO BOGOTA,3013.44,15184724.16
2008-06-23,ANTIOQUIA,PENOL,100.224,143498.496
2008-06-23,ANTIOQUIA,PLAYAS,3619.296,1596612.216
2008-06-23,ANTIOQUIA,SAN LORENZO,5.04,13428.38
2008-06-23,CENTRO,AGREGADO BOGOTA,1817.54,9158584.06
2008-06-24,ANTIOQUIA,PENOL,637.222,912360.29911
2008-06-24,ANTIOQUIA,PLAYAS,5330.532,2351504.96366
2008-06-24,ANTIOQUIA,SAN LORENZO,4323.96,11520590.87
2008-06-24,CENTRO,AGREGADO BOGOTA,197.15,993438.85
2008-06-25,ANTIOQUIA,PENOL,680.627,974506.61355
2008-06-25,ANTIOQUIA,PLAYAS,5341.126,2356178.38905
2008-06-25,ANTIOQUIA,RIOGRANDE2,49.88,72468.71222
2008-06-25,ANTIOQUIA,SAN LORENZO,5785.92,15415780.24
2008-06-25,CENTRO,AGREGADO BOGOTA,2607.91,13141258.49
2008-06-26,ANTIOQUIA,PENOL,535.68,766974.72
2008-06-26,ANTIOQUIA,PLAYAS,5137.603,2266396.47897
2008-06-26,ANTIOQUIA,PORCE II,2550.204,1391207.121
2008-06-26,ANTIOQUIA,PUNCHINA,0.003,4.54225
2008-06-26,ANTIOQUIA,RIOGRANDE2,366.509,532486.67297
2008-06-26,ANTIOQUIA,SAN LORENZO,2969.64,7912193.33
2008-06-26,CENTRO,AGREGADO BOGOTA,1299.96,6550498.44
2008-06-27,ANTIOQUIA,PENOL,373.248,534408.192
2008-06-27,ANTIOQUIA,PLAYAS,5059.584,2231979.264
2008-06-27,ANTIOQUIA,PORCE II,3965.76,2163432.24
2008-06-27,ANTIOQUIA,PUNCHINA,3492.4,5287784.63333
2008-06-27,ANTIOQUIA,RIOGRANDE2,1131.84,1644406.32
2008-06-27,ANTIOQUIA,SAN LORENZO,2008.8,5352168.6
2008-06-27,CENTRO,AGREGADO BOGOTA,909.26,4581761.14
2008-06-28,ANTIOQUIA,PENOL,171.936,246174.144
2008-06-28,ANTIOQUIA,PLAYAS,4753.728,2097054.288
2008-06-28,ANTIOQUIA,PUNCHINA,1868.58,2829185.835
2008-06-28,ANTIOQUIA,RIOGRANDE2,566.784,823458.432
2008-06-28,ANTIOQUIA,SAN LORENZO,189.0,503564.25
2008-06-28,CENTRO,AGREGADO BOGOTA,759.19,3825558.41
2008-06-29,ANTIOQUIA,PENOL,31.277,44781.71355
2008-06-29,ANTIOQUIA,PLAYAS,4036.867,1780819.02297
2008-06-29,ANTIOQUIA,PUNCHINA,7089.01,10733351.89083
2008-06-29,ANTIOQUIA,RIOGRANDE2,17.021,24729.14897
2008-06-29,CENTRO,AGREGADO BOGOTA,1096.17,5523600.63
2008-06-30,ANTIOQUIA,PLAYAS,3981.012,1756179.21033
2008-06-30,ANTIOQUIA,PUNCHINA,11931.37,18065088.46083
2008-06-30,CENTRO,AGREGADO BOGOTA,1206.47,6079402.33
2008-06-30,CENTRO,BETANIA,10496.38,1818206.26888
2008-07-01,ANTIOQUIA,PLAYAS,4251.399,1875457.43108
2008-07-01,ANTIOQUIA,PUNCHINA,5915.27,8956211.71916
2008-07-01,CENTRO,AGREGADO BOGOTA,962.11,4848072.29
2008-07-01,CENTRO,BETANIA,9910.22,1716670.33111
2008-07-02,ANTIOQUIA,PLAYAS,5452.618,2405361.84605
2008-07-02,ANTIOQUIA,PUNCHINA,2909.81,4405694.82416
2008-07-02,CENTRO,AGREGADO BOGOTA,1429.88,7205165.32
2008-07-02,CENTRO,BETANIA,21081.78,3651832.78
2008-07-03,ANTIOQUIA,PENOL,12.096,17318.784
2008-07-03,ANTIOQUIA,PLAYAS,4926.528,2173283.088
2008-07-03,ANTIOQUIA,PUNCHINA,536.76,812699.37
2008-07-03,ANTIOQUIA,TRONERAS,1325.376,267063.264
2008-07-03,CENTRO,AGREGADO BOGOTA,1076.13,5422619.07
2008-07-03,CENTRO,BETANIA,21477.2,3720328.31111
2008-07-04,ANTIOQUIA,PENOL,338.688,484925.952
2008-07-04,ANTIOQUIA,PLAYAS,9109.152,4018401.192
2008-07-04,ANTIOQUIA,PUNCHINA,4215.96,6383314.77
2008-07-04,ANTIOQUIA,RIOGRANDE2,508.896,739355.208
2008-07-04,ANTIOQUIA,TRONERAS,5305.824,1069123.536
2008-07-04,CENTRO,AGREGADO BOGOTA,442.73,2230916.47
2008-07-04,CENTRO,BETANIA,33098.65,5733421.70555
2008-07-05,ANTIOQUIA,PENOL,624.245,893780.11888
2008-07-05,ANTIOQUIA,PLAYAS,12691.609,5598762.29247
2008-07-05,ANTIOQUIA,RIOGRANDE2,2071.018,3008901.51261
2008-07-05,ANTIOQUIA,TRONERAS,3703.5977,746274.93655
2008-07-05,CENTRO,AGREGADO BOGOTA,1124.96,5668673.44
2008-07-05,CENTRO,BETANIA,35103.74,6080747.85111
2008-07-06,ANTIOQUIA,PENOL,722.546,1034525.30622
2008-07-06,ANTIOQUIA,PLAYAS,14501.874,6397340.58316
2008-07-06,ANTIOQUIA,RIOGRANDE2,2734.994,3973566.42172
2008-07-06,ANTIOQUIA,TRONERAS,686.863,138402.8945
2008-07-06,CENTRO,AGREGADO BOGOTA,1193.07,6011879.73
2008-07-06,CENTRO,BETANIA,36949.97,6400555.91444
2008-07-07,ANTIOQUIA,PENOL,622.08,890680.32
2008-07-07,ANTIOQUIA,PLAYAS,13033.441,5749557.68113
2008-07-07,ANTIOQUIA,RIOGRANDE2,1805.76,2623518.48
2008-07-07,CENTRO,AGREGADO BOGOTA,235.15,1184920.85
2008-07-08,ANTIOQUIA,PENOL,539.136,771922.944
2008-07-08,ANTIOQUIA,PLAYAS,13302.145,5868093.46513
2008-07-08,ANTIOQUIA,RIOGRANDE2,1007.424,1463647.152
2008-07-08,ANTIOQUIA,TRONERAS,85.536,17235.504
2008-07-08,CENTRO,AGREGADO BOGOTA,71.24,358978.36
2008-07-09,ANTIOQUIA,PENOL,869.184,1244478.336
2008-07-09,ANTIOQUIA,PLAYAS,11497.249,5071883.64913
2008-07-09,ANTIOQUIA,PUNCHINA,13497.37,20436142.96083
2008-07-09,ANTIOQUIA,RIOGRANDE2,664.416,965304.168
2008-07-09,ANTIOQUIA,SAN LORENZO,231.84,617705.48
2008-07-09,ANTIOQUIA,TRONERAS,665.28,134053.92
2008-07-10,ANTIOQUIA,PENOL,938.07,1343107.78
2008-07-10,ANTIOQUIA,PLAYAS,8483.925,3742589.24791
2008-07-10,ANTIOQUIA,PUNCHINA,8262.29,12509795.58416
2008-07-10,ANTIOQUIA,RIOGRANDE2,335.983,488136.63469
2008-07-10,ANTIOQUIA,SAN LORENZO,2.52,6714.19
2008-07-10,ANTIOQUIA,TRONERAS,347.7355,70068.70325
2008-07-10,CENTRO,AGREGADO BOGOTA,656.92,3310219.88
2008-07-10,CENTRO,BETANIA,35215.82,6100162.59777
2008-07-11,ANTIOQUIA,PENOL,731.652,1047563.07466
2008-07-11,ANTIOQUIA,PLAYAS,6429.586,2836340.42405
2008-07-11,ANTIOQUIA,PUNCHINA,5882.11,8906004.71583
2008-07-11,ANTIOQUIA,RIOGRANDE2,51.252,74462.03766
2008-07-11,CENTRO,AGREGADO BOGOTA,991.58,4996571.62
2008-07-11,CENTRO,BETANIA,63317.3,10967963.41111
2008-07-12,ANTIOQUIA,PENOL,476.928,682854.912
2008-07-12,ANTIOQUIA,PLAYAS,7446.47,3284927.50194
2008-07-12,ANTIOQUIA,PUNCHINA,5023.73,7606345.86416
2008-07-12,ANTIOQUIA,RIOGRANDE2,34.56,50210.88
2008-07-12,ANTIOQUIA,TRONERAS,545.27,109871.905
2008-07-12,CENTRO,AGREGADO BOGOTA,105.25,530354.75
2008-07-12,CENTRO,BETANIA,50702.69,8782832.63444
2008-07-13,ANTIOQUIA,PENOL,323.136,462658.944
2008-07-13,ANTIOQUIA,PLAYAS,6734.793,2970979.10091
2008-07-13,ANTIOQUIA,PUNCHINA,4452.01,6740714.14083
2008-07-13,ANTIOQUIA,RIOGRANDE2,106.877,155277.43697
2008-07-13,ANTIOQUIA,TRONERAS,2951.312,594689.368
2008-07-13,CENTRO,BETANIA,61127.92,10588714.14222
2008-07-14,ANTIOQUIA,PENOL,444.96,637083.84
2008-07-14,ANTIOQUIA,PLAYAS,6844.608,3019422.768
2008-07-14,ANTIOQUIA,PUNCHINA,2202.52,3334798.82333
2008-07-14,ANTIOQUIA,RIOGRANDE2,6.048,8786.904
2008-07-14,ANTIOQUIA,TRONERAS,36.288,7312.032
2008-07-14,CENTRO,AGREGADO BOGOTA,1139.19,5740378.41
2008-07-14,CENTRO,BETANIA,24997.08,4330049.74666
2008-07-15,ANTIOQUIA,PENOL,749.503,1073121.73977
2008-07-15,ANTIOQUIA,PLAYAS,7547.011,3329280.04697
2008-07-15,ANTIOQUIA,PUNCHINA,12351.89,18701790.78416
2008-07-15,CENTRO,AGREGADO BOGOTA,902.95,4549965.05
2008-07-15,CENTRO,BETANIA,4414.23,764642.73
2008-07-16,ANTIOQUIA,PENOL,1194.864,1710779.72266
2008-07-16,ANTIOQUIA,PLAYAS,9675.174,4268095.50816
2008-07-16,ANTIOQUIA,PUNCHINA,4588.38,6947189.685
2008-07-16,ANTIOQUIA,RIOGRANDE2,2.57,3733.85305
2008-07-16,CENTRO,AGREGADO BOGOTA,1117.24,5629772.36
2008-07-16,CENTRO,BETANIA,38107.05,6600987.88333
2008-07-17,ANTIOQUIA,PENOL,1551.744,2221752.576
2008-07-17,ANTIOQUIA,PLAYAS,9824.026,4333759.91405
2008-07-17,ANTIOQUIA,PUNCHINA,8773.74,13284173.505
2008-07-17,ANTIOQUIA,RIOGRANDE2,449.28,652741.44
2008-07-17,CENTRO,AGREGADO BOGOTA,1055.14,5316850.46
2008-07-17,CENTRO,BETANIA,36813.2,6376864.31111
2008-07-18,ANTIOQUIA,PENOL,1607.904,2302161.216
2008-07-18,ANTIOQUIA,PLAYAS,7723.901,3407313.10502
2008-07-18,ANTIOQUIA,PUNCHINA,899.86,1362463.02833
2008-07-18,ANTIOQUIA,RIOGRANDE2,1607.04,2334805.92
2008-07-18,CENTRO,AGREGADO BOGOTA,2375.04,11967826.56
2008-07-18,CENTRO,BETANIA,34438.92,5965586.25333
2008-07-19,ANTIOQUIA,PENOL,1715.04,2455556.16
2008-07-19,ANTIOQUIA,PLAYAS,8104.32,3575130.72
2008-07-19,ANTIOQUIA,PUNCHINA,27.4,41485.88333
2008-07-19,ANTIOQUIA,RIOGRANDE2,2929.824,4256627.352
2008-07-19,CENTRO,AGREGADO BOGOTA,6248.77,31487552.03
2008-07-19,CENTRO,BETANIA,13174.56,2282126.56
2008-07-20,ANTIOQUIA,PENOL,1620.0,2319480.0
2008-07-20,ANTIOQUIA,PLAYAS,9687.168,4273386.528
2008-07-20,ANTIOQUIA,RIOGRANDE2,1859.328,2701345.344
2008-07-20,ANTIOQUIA,TRONERAS,273.024,55014.336
2008-07-20,CENTRO,AGREGADO BOGOTA,5192.28,26163898.92
2008-07-20,CENTRO,BETANIA,3421.09,592608.81222
2008-07-21,ANTIOQUIA,PENOL,1328.401,1901975.03177
2008-07-21,ANTIOQUIA,PLAYAS,7627.945,3364983.1818
2008-07-21,ANTIOQUIA,RIOGRANDE2,861.836,1252128.00855
2008-07-21,ANTIOQUIA,TRONERAS,428.2253,86287.39795
2008-07-21,CENTRO,AGREGADO BOGOTA,3173.14,15989452.46
2008-07-21,CENTRO,BETANIA,33742.66,5844978.54888
2008-07-22,ANTIOQUIA,PENOL,863.136,1235818.944
2008-07-22,ANTIOQUIA,PLAYAS,5156.697,2274819.58491
2008-07-22,ANTIOQUIA,PUNCHINA,851.69,1289529.63416
2008-07-22,ANTIOQUIA,RIOGRANDE2,276.48,401687.04
2008-07-22,CENTRO,AGREGADO BOGOTA,3619.16,18236947.24
2008-07-22,CENTRO,BETANIA,21322.0,3693444.22222
2008-07-23,ANTIOQUIA,PENOL,504.576,722440.704
2008-07-23,ANTIOQUIA,PLAYAS,4753.901,2097130.60502
2008-07-23,ANTIOQUIA,PUNCHINA,3388.46,5130410.81166
2008-07-23,CENTRO,AGREGADO BOGOTA,2986.86,15050787.54
2008-07-24,ANTIOQUIA,PENOL,193.536,277100.544
2008-07-24,ANTIOQUIA,PLAYAS,4226.688,1864556.448
2008-07-24,ANTIOQUIA,PUNCHINA,993.67,1504499.18583
2008-07-24,CENTRO,AGREGADO BOGOTA,1774.62,8942310.18
2008-07-25,ANTIOQUIA,PENOL,45.792,65563.968
2008-07-25,ANTIOQUIA,PLAYAS,4340.736,1914867.456
2008-07-25,ANTIOQUIA,PUNCHINA,2260.98,3423312.135
2008-07-25,CENTRO,AGREGADO BOGOTA,1337.55,6739914.45
2008-07-26,ANTIOQUIA,PENOL,40.182,57531.69466
2008-07-26,ANTIOQUIA,PLAYAS,5565.146,2455002.32294
2008-07-26,ANTIOQUIA,PUNCHINA,4988.81,7553474.07416
2008-07-26,CENTRO,AGREGADO BOGOTA,1575.51,7938994.89
2008-07-27,ANTIOQUIA,PENOL,1.888,2703.19644
2008-07-27,ANTIOQUIA,PLAYAS,4906.684,2164529.12788
2008-07-27,ANTIOQUIA,PUNCHINA,4078.58,6175310.00166
2008-07-27,CENTRO,AGREGADO BOGOTA,1266.11,6379928.29
2008-07-27,CENTRO,BETANIA,32905.31,5699930.92111
2008-07-27,ORIENTE,ESMERALDA,4320.0,8343000.0
2008-07-28,ANTIOQUIA,PENOL,27.648,39585.792
2008-07-28,ANTIOQUIA,PLAYAS,6893.856,3041147.976
2008-07-28,ANTIOQUIA,PUNCHINA,7291.4,11039787.21666
2008-07-28,CENTRO,AGREGADO BOGOTA,828.24,4173501.36
2008-07-28,CENTRO,BETANIA,28730.34,4976733.34
2008-07-28,ORIENTE,ESMERALDA,12420.0,23986125.0
2008-07-29,ANTIOQUIA,PENOL,59.962,85852.25911
2008-07-29,ANTIOQUIA,PLAYAS,6875.712,3033143.952
2008-07-29,ANTIOQUIA,PUNCHINA,7111.26,10767040.245
2008-07-29,ANTIOQUIA,RIOGRANDE2,103.853,150883.98497
2008-07-29,CENTRO,AGREGADO BOGOTA,861.49,4341048.11
2008-07-29,CENTRO,BETANIA,9221.07,1597294.23666
2008-07-30,ANTIOQUIA,PENOL,54.691,78305.35844
2008-07-30,ANTIOQUIA,PLAYAS,5996.765,2645406.24902
2008-07-30,ANTIOQUIA,PUNCHINA,7542.5,11419973.54166
2008-07-30,ANTIOQUIA,RIOGRANDE2,275.443,400180.42302
2008-07-30,CENTRO,AGREGADO BOGOTA,68.27,344012.53
2008-07-30,CENTRO,BETANIA,18277.34,3166041.45111
2008-07-30,ORIENTE,ESMERALDA,7920.0,15295500.0
2008-07-31,ANTIOQUIA,PENOL,231.313,331188.81311
2008-07-31,ANTIOQUIA,PLAYAS,7206.111,3178895.79975
2008-07-31,ANTIOQUIA,PUNCHINA,11223.29,16992996.33416
2008-07-31,ANTIOQUIA,RIOGRANDE2,42.019,61047.77102
2008-07-31,CENTRO,AGREGADO BOGOTA,559.31,2818363.09
2008-07-31,ORIENTE,ESMERALDA,8820.0,17033625.0
2008-08-01,ANTIOQUIA,PENOL,226.441,324213.19177
2008-08-01,ANTIOQUIA,PLAYAS,5830.064,2571867.95511
2008-08-01,ANTIOQUIA,PUNCHINA,4623.52,7000394.57333
2008-08-01,CENTRO,AGREGADO BOGOTA,842.0,4242838.0
2008-08-01,ORIENTE,ESMERALDA,5940.0,11471625.0
2008-08-02,ANTIOQUIA,PENOL,148.856,213128.71288
2008-08-02,ANTIOQUIA,PLAYAS,10328.596,4556345.36322
2008-08-02,ANTIOQUIA,PUNCHINA,5142.85,7786703.47083
2008-08-02,CENTRO,AGREGADO BOGOTA,1122.32,5655370.48
2008-08-02,ORIENTE,ESMERALDA,4590.0,8864437.5
2008-08-03,ANTIOQUIA,PENOL,67.802,97077.39688
2008-08-03,ANTIOQUIA,PLAYAS,10461.32,4614895.08111
2008-08-03,ANTIOQUIA,PUNCHINA,3193.02,4834498.365
2008-08-03,CENTRO,AGREGADO BOGOTA,932.11,4696902.29
2008-08-04,ANTIOQUIA,PENOL,18.144,25978.176
2008-08-04,ANTIOQUIA,PLAYAS,5006.88,2208729.48
2008-08-04,ANTIOQUIA,PUNCHINA,3240.76,4906780.70333
2008-08-04,CENTRO,AGREGADO BOGOTA,237.9,1198778.1
2008-08-05,ANTIOQUIA,PENOL,6.349,9090.35711
2008-08-05,ANTIOQUIA,PLAYAS,4900.589,2161840.38636
2008-08-05,ANTIOQUIA,PUNCHINA,3520.51,5330345.51583
2008-08-05,CENTRO,AGREGADO BOGOTA,429.3,2163242.7
2008-08-06,ANTIOQUIA,PENOL,42.473,60811.89755
2008-08-06,ANTIOQUIA,PLAYAS,1945.101,858059.69391
2008-08-06,ANTIOQUIA,PUNCHINA,1094.22,1656740.265
2008-08-06,CENTRO,AGREGADO BOGOTA,346.91,1748079.49
2008-08-07,ANTIOQUIA,PENOL,15.552,22267.008
2008-08-07,ANTIOQUIA,PLAYAS,1449.792,639559.632
2008-08-07,CENTRO,AGREGADO BOGOTA,75.5,380444.5
2008-08-08,ANTIOQUIA,PLAYAS,847.584,373902.264
2008-08-09,ANTIOQUIA,PLAYAS,1410.739,622331.83497
2008-08-10,ANTIOQUIA,PLAYAS,2942.957,1298252.78102
2008-08-11,ANTIOQUIA,PLAYAS,4266.237,1882003.04991
2008-08-11,ORIENTE,ESMERALDA,14310.0,27636187.5
2008-08-12,ANTIOQUIA,PLAYAS,3127.68,1379741.28
2008-08-12,ORIENTE,ESMERALDA,4500.0,8690625.0
2008-08-13,ANTIOQUIA,PLAYAS,3283.2,1448347.2
2008-08-14,ANTIOQUIA,PLAYAS,4027.104,1776512.184
2008-08-15,ANTIOQUIA,PLAYAS,2168.813,956747.75702
2008-08-15,ANTIOQUIA,PUNCHINA,945.14,1431020.72166
2008-08-16,ANTIOQUIA,PLAYAS,4540.838,2003140.22994
2008-08-16,ANTIOQUIA,PUNCHINA,6423.34,9725472.03833
2008-08-17,ANTIOQUIA,PLAYAS,5182.912,2286384.04088
2008-08-17,ANTIOQUIA,PUNCHINA,1205.21,1824788.37416
2008-08-18,ANTIOQUIA,PENOL,5.184,7422.336
2008-08-18,ANTIOQUIA,PLAYAS,7375.968,3253826.328
2008-08-18,ANTIOQUIA,PUNCHINA,2504.66,3792263.96166
2008-08-19,ANTIOQUIA,PENOL,167.875,240359.69444
2008-08-19,ANTIOQUIA,PLAYAS,10192.003,4496088.87897
2008-08-19,ANTIOQUIA,PUNCHINA,16180.38,24498443.685
2008-08-20,ANTIOQUIA,PENOL,336.442,481710.17911
2008-08-20,ANTIOQUIA,PLAYAS,4262.371,1880297.60697
2008-08-20,ANTIOQUIA,PUNCHINA,1016.6,1539217.11666
2008-08-20,CENTRO,AGREGADO BOGOTA,417.32,2102875.48
2008-08-21,ANTIOQUIA,PENOL,412.128,590075.712
2008-08-21,ANTIOQUIA,PLAYAS,3290.112,1451396.352
2008-08-21,ANTIOQUIA,PUNCHINA,4022.42,6090279.08166
2008-08-22,ANTIOQUIA,PENOL,605.917,867538.49577
2008-08-22,ANTIOQUIA,PLAYAS,6300.722,2779493.50227
2008-08-22,ANTIOQUIA,PUNCHINA,12195.4,18464851.88333
2008-08-23,ANTIOQUIA,PENOL,941.76,1348391.04
2008-08-23,ANTIOQUIA,PLAYAS,6488.64,2862391.44
2008-08-23,ANTIOQUIA,PUNCHINA,10107.65,15303824.40416
2008-08-24,ANTIOQUIA,PENOL,1403.136,2008978.944
2008-08-24,ANTIOQUIA,PLAYAS,5116.608,2257134.768
2008-08-24,ANTIOQUIA,PUNCHINA,11024.5,16692011.70833
2008-08-25,ANTIOQUIA,PENOL,1627.511,2330234.08288
2008-08-25,ANTIOQUIA,PLAYAS,4998.302,2204945.39061
2008-08-25,ANTIOQUIA,PUNCHINA,11716.7,17740060.19166
2008-08-25,CENTRO,AGREGADO BOGOTA,237.94,1198979.66
2008-08-26,ANTIOQUIA,PENOL,2043.878,2926379.10088
2008-08-26,ANTIOQUIA,PLAYAS,6071.587,2678413.14297
2008-08-26,ANTIOQUIA,PUNCHINA,12165.52,18419611.07333
2008-08-26,CENTRO,AGREGADO BOGOTA,931.61,4694382.79
2008-08-27,ANTIOQUIA,PENOL,1887.84,2702967.36
2008-08-27,ANTIOQUIA,PLAYAS,5055.178,2230035.60605
2008-08-27,ANTIOQUIA,PUNCHINA,6393.24,9679898.13
2008-08-27,CENTRO,AGREGADO BOGOTA,790.08,3981213.12
2008-08-28,ANTIOQUIA,PENOL,1834.272,2626269.888
2008-08-28,ANTIOQUIA,PLAYAS,6016.032,2653905.672
2008-08-28,ANTIOQUIA,PUNCHINA,4321.51,6543126.26583
2008-08-28,CENTRO,AGREGADO BOGOTA,1311.09,6606582.51
2008-08-29,ANTIOQUIA,PENOL,2091.744,2994912.576
2008-08-29,ANTIOQUIA,PLAYAS,6718.464,2963775.744
2008-08-29,ANTIOQUIA,PUNCHINA,9502.49,14387561.73416
2008-08-29,CENTRO,AGREGADO BOGOTA,1638.48,8256300.72
2008-08-30,ANTIOQUIA,PENOL,3018.816,4322273.664
2008-08-30,ANTIOQUIA,PLAYAS,6956.323,3068704.59897
2008-08-30,ANTIOQUIA,PUNCHINA,11873.16,17976953.67
2008-08-31,ANTIOQUIA,PENOL,3980.683,5699453.45977
2008-08-31,ANTIOQUIA,PLAYAS,6318.22,2787212.55055
2008-08-31,ANTIOQUIA,PUNCHINA,7916.98,11986967.46833
2008-08-31,ANTIOQUIA,SAN LORENZO,2708.28,7215835.91
2008-08-31,ANTIOQUIA,TRONERAS,2.8311,570.46665
2008-08-31,CENTRO,AGREGADO BOGOTA,59.81,301382.59
2008-09-01,ANTIOQUIA,PENOL,4893.696,7006685.184
2008-09-01,ANTIOQUIA,PLAYAS,6990.192,3083645.532
2008-09-01,ANTIOQUIA,PUNCHINA,6804.68,10302852.57666
2008-09-01,ANTIOQUIA,SAN LORENZO,3805.2,10138426.9
2008-09-01,ANTIOQUIA,TRONERAS,5218.56,1051539.84
2008-09-02,ANTIOQUIA,PENOL,4845.312,6937410.048
2008-09-02,ANTIOQUIA,PLAYAS,8749.728,3859845.288
2008-09-02,ANTIOQUIA,PUNCHINA,9377.53,14198361.88083
2008-09-02,ANTIOQUIA,SAN LORENZO,4155.48,11071699.31
2008-09-02,ANTIOQUIA,TRONERAS,785.376,158253.264
2008-09-03,ANTIOQUIA,PENOL,4593.888,6577426.752
2008-09-03,ANTIOQUIA,PLAYAS,9469.44,4177338.24
2008-09-03,ANTIOQUIA,PUNCHINA,10334.12,15646718.85666
2008-09-03,ANTIOQUIA,SAN LORENZO,4498.56,11985788.32
2008-09-03,ANTIOQUIA,TRONERAS,285.984,57625.776
2008-09-04,ANTIOQUIA,PENOL,4830.624,6916380.096
2008-09-04,ANTIOQUIA,PLAYAS,10256.976,4524750.996
2008-09-04,ANTIOQUIA,PUNCHINA,9272.12,14038762.35666
2008-09-04,ANTIOQUIA,SAN LORENZO,5969.88,15905916.11
2008-09-05,ANTIOQUIA,PENOL,4584.615,6564149.87666
2008-09-05,ANTIOQUIA,PLAYAS,9201.172,4058994.79255
2008-09-05,ANTIOQUIA,PUNCHINA,7569.04,11460157.31333
2008-09-05,ANTIOQUIA,SAN LORENZO,4404.24,11734485.78
2008-09-05,CENTRO,AGREGADO BOGOTA,787.98,3970631.22
2008-09-06,ANTIOQUIA,PENOL,4140.288,5927972.352
2008-09-06,ANTIOQUIA,PLAYAS,10900.656,4808703.276
2008-09-06,ANTIOQUIA,PUNCHINA,3892.28,5893236.27666
2008-09-06,ANTIOQUIA,SAN LORENZO,3330.0,8872322.5
2008-09-07,ANTIOQUIA,PENOL,3850.848,5513558.592
2008-09-07,ANTIOQUIA,PLAYAS,9390.903,4142692.51508
2008-09-07,ANTIOQUIA,PUNCHINA,6235.16,9440551.83666
2008-09-07,ANTIOQUIA,SAN LORENZO,2523.24,6722822.53
2008-09-08,ANTIOQUIA,PENOL,3185.568,4561025.472
2008-09-08,ANTIOQUIA,PLAYAS,5557.248,2451518.208
2008-09-08,ANTIOQUIA,PUNCHINA,4860.9,7359807.675
2008-09-08,ANTIOQUIA,SAN LORENZO,1699.92,4529200.74
2008-09-08,CENTRO,AGREGADO BOGOTA,595.91,3002790.49
2008-09-09,ANTIOQUIA,PENOL,2684.011,3842907.30511
2008-09-09,ANTIOQUIA,PLAYAS,3653.424,1611667.404
2008-09-09,ANTIOQUIA,PUNCHINA,2348.1,3555219.075
2008-09-09,ANTIOQUIA,SAN LORENZO,816.48,2175397.56
2008-09-09,CENTRO,AGREGADO BOGOTA,415.25,2092444.75
2008-09-10,ANTIOQUIA,PENOL,2217.375,3174788.25
2008-09-10,ANTIOQUIA,PLAYAS,3107.515,1370845.7143
2008-09-10,ANTIOQUIA,PUNCHINA,82.19,124442.50916
